City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
90,Acarau,BR,2022-05-19 17:42:30,-2.8856,-40.12,83.44,73,75,7.18
91,Dikson,RU,2022-05-19 17:42:31,73.5069,80.5464,30.52,78,100,14.56
92,Severo-Kurilsk,RU,2022-05-19 17:42:31,50.6789,156.125,41.38,90,89,3.29
93,Dingle,PH,2022-05-19 17:42:31,10.9995,122.6711,78.3,85,66,3.6
94,Broome,US,2022-05-19 17:43:32,42.2506,-75.833,67.01,90,100,8.99
95,Yima,CN,2022-05-19 17:43:32,34.7381,111.8839,60.89,73,100,3.02
96,Kilindoni,TZ,2022-05-19 17:43:33,-7.9139,39.6668,79.81,73,76,9.86
97,Sanming,CN,2022-05-19 17:43:33,26.2486,117.6186,70.57,82,66,1.59
98,Omsukchan,RU,2022-05-19 17:43:34,62.5333,155.8,29.88,98,100,4.99
99,East London,ZA,2022-05-19 17:43:34,-33.0153,27.9116,65.34,94,75,11.5
100,Otukpo,NG,2022-05-19 17:43:34,7.1913,8.1329,79.39,75,94,6.02
101,Codrington,AU,2022-05-19 17:43:35,-38.2667,141.9667,52.9,64,86,7.7
102,Cherskiy,RU,2022-05-19 17:43:35,68.75,161.3,42.57,72,82,4.52
103,Hilo,US,2022-05-19 17:42:31,19.7297,-155.09,89.28,86,20,4.61
104,Vao,NC,2022-05-19 17:43:36,-22.6667,167.4833,75.13,79,71,19.15
105,Usinsk,RU,2022-05-19 17:43:36,65.9939,57.5281,35.58,69,96,16.49
106,Jalesar,IN,2022-05-19 17:43:37,27.4833,78.3167,97.41,11,0,5.28
107,Carnarvon,AU,2022-05-19 17:43:37,-24.8667,113.6333,70.5,68,13,13.96
108,Cape Town,ZA,2022-05-19 17:39:07,-33.9258,18.4232,57.27,68,20,10.36
109,Arraial Do Cabo,BR,2022-05-19 17:43:19,-22.9661,-42.0278,71.56,60,40,31.07
110,Tiksi,RU,2022-05-19 17:43:38,71.6872,128.8694,26.71,95,100,9.51
111,Geraldton,AU,2022-05-19 17:43:38,-28.7667,114.6,63.01,94,100,3.44
112,Laguna,US,2022-05-19 17:43:34,38.421,-121.4238,86.29,29,0,14.97
113,Oussouye,SN,2022-05-19 17:43:39,12.485,-16.5469,96.98,54,56,14.09
114,Busayra,JO,2022-05-19 17:43:39,30.7376,35.6078,69.33,26,32,5.41
115,Puerto Ayora,EC,2022-05-19 17:43:40,-0.7393,-90.3518,82.36,89,62,4.0
116,Klaksvik,FO,2022-05-19 17:43:40,62.2266,-6.589,49.12,97,100,22.7
117,Kaitangata,NZ,2022-05-19 17:43:41,-46.2817,169.8464,44.28,84,73,10.33
118,Vestmannaeyjar,IS,2022-05-19 17:43:41,63.4427,-20.2734,49.19,87,75,23.02
119,Puli,TW,2022-05-19 17:43:41,23.9664,120.9695,71.85,95,84,1.12
120,San Patricio,US,2022-05-19 17:43:42,28.017,-97.5169,90.32,41,11,19.93
121,Coihaique,CL,2022-05-19 17:43:42,-45.5752,-72.0662,38.01,81,100,5.75
122,Cabedelo,BR,2022-05-19 17:43:42,-6.9811,-34.8339,86.67,74,99,10.42
123,Atuona,PF,2022-05-19 17:43:43,-9.8,-139.0333,77.7,64,30,10.25
124,Sal Rei,CV,2022-05-19 17:43:43,16.1833,-22.9167,77.2,69,20,19.57
125,Fortuna,US,2022-05-19 17:43:43,40.5982,-124.1573,56.66,81,100,16.11
126,Mar Del Plata,AR,2022-05-19 17:39:10,-38.0023,-57.5575,57.94,62,0,12.66
127,Vardo,NO,2022-05-19 17:43:44,70.3705,31.1107,35.58,69,100,11.5
128,Cabo San Lucas,MX,2022-05-19 17:43:45,22.8909,-109.9124,85.6,61,7,11.74
129,Georgetown,MY,2022-05-19 17:43:45,5.4112,100.3354,82.35,87,20,2.3
130,Kahului,US,2022-05-19 17:41:36,20.8947,-156.47,81.84,74,0,3.0
131,Norman Wells,CA,2022-05-19 17:43:45,65.282,-126.8329,41.04,75,100,8.05
